"RK",TIERS,"PLAYER NAME",TEAM,"FANTASYPTS","YDS","TDS","REC","YDS","TDS","ATT","YDS","TDS"
"339",11,"Ben Sinnott",WAS,"22.9","0","0","11","114","1","0","0","0"
"340",11,"CJ Daniels",LAR,"0","0","0","0","0","0","0","0","0"
"341",11,"Austin Ekeler",FA,"10.6","0","0","5","38","0","14","43","0"
"342",11,"Jordan Whittington",LAR,"27.3","0","0","18","171","0","3","12","0"
"343",11,"Mitchell Evans",CAR,"38.7","0","0","19","171","2","1","1","0"
"344",11,"Daniel Bellinger",TEN,"50.1","0","0","19","286","2","0","0","0"
"345",11,"Colbie Young",CIN,"0","0","0","0","0","0","0","0","0"
"346",11,"Nick Westbrook-Ikhine",IND,"14.4","0","0","11","89","0","0","0","0"
"347",11,"Devontez Walker",BAL,"34.6","0","0","6","136","3","0","0","0"
"348",11,"Austin Hooper",ATL,"48.8","0","0","21","263","2","0","0","0"
"349",11,"Rasheen Ali",BAL,"19.7","0","0","9","68","1","7","24","0"
"350",11,"Zavion Thomas",CHI,"0","0","0","0","0","0","0","0","0"
"351",11,"John Bates",WAS,"21.8","0","0","11","103","1","0","0","0"
"352",11,"Mac Jones",SF,"136","2151","13","0","0","0","36","60","0"
"353",11,"Barion Brown",NO,"0","0","0","0","0","0","0","0","0"
"354",11,"Ashton Dulin",IND,"17.5","0","0","5","106","0","3","44","0"
"355",11,"Greg Dortch",DET,"60.6","0","0","29","206","3","7","15","1"
"356",11,"Damien Martinez",GB,"0","0","0","0","0","0","0","0","0"
"357",11,"Kyle Juszczyk",SF,"45","0","0","24","213","2","2","-3","0"
"358",11,"Tutu Atwell",MIA,"28.2","0","0","6","192","1","0","0","0"
"359",11,"Ty Simpson",LAR,"0","0","0","0","0","0","0","0","0"
"360",11,"Robert Henry Jr.",WAS,"0","0","0","0","0","0","0","0","0"
"361",12,"Zach Ertz",FA,"101.4","0","0","50","504","4","0","0","0"
"362",12,"Zavier Scott",MIN,"32.2","0","0","14","98","1","32","114","0"
"363",12,"Elijah Higgins",ARI,"43.1","0","0","30","301","0","0","0","0"
"364",12,"Dameon Pierce",PHI,"3.6","0","0","0","0","0","14","36","0"
"365",12,"Will Kacmarek",MIA,"0","0","0","0","0","0","0","0","0"
"366",12,"Terrell Jennings",FA,"14.7","0","0","1","9","0","23","73","1"
"367",12,"Sione Vaki",DET,"0.4","0","0","0","0","0","1","4","0"
"368",12,"Anthony Richardson Sr.",IND,"1.7","9","0","1","9","0","4","-1","0"
"369",12,"Justin Fields",KC,"143.7","1259","7","0","0","0","71","383","4"
"370",12,"Jameis Winston",NYG,"44.8","567","2","1","33","1","7","23","1"
"371",12,"Joe Milton III",DAL,"12.3","183","1","0","0","0","5","50","0"
"372",12,"Tim Patrick",NYJ,"44.2","0","0","15","187","3","0","0","0"
"373",12,"Odell Beckham Jr.",NYG,"0","0","0","0","0","0","0","0","0"
"374",12,"Khalil Herbert",SF,"6.1","0","0","1","4","0","16","52","0"
"375",12,"Tommy Myers",FA,"0","0","0","0","0","0","0","0","0"
"376",12,"Tyler Goodson",ATL,"4.2","0","0","2","8","0","9","24","0"
"377",12,"Matt Hibner",BAL,"0","0","0","0","0","0","0","0","0"
"378",12,"Ty Chandler",NO,"7.3","0","0","3","11","0","17","47","0"
"379",12,"Antonio Gibson",FA,"22.2","0","0","2","6","0","25","106","1"
"380",12,"Ronnie Rivers",LAR,"4.6","0","0","0","0","0","9","46","0"
"381",12,"Jeremy McNichols",WAS,"60.2","0","0","25","196","0","44","221","1"
"382",12,"Hunter Luepke",DAL,"30.5","0","0","13","109","1","16","71","0"
"383",12,"Tanner Koziol",JAC,"0","0","0","0","0","0","0","0","0"
"384",12,"Noah Whittington",HOU,"0","0","0","0","0","0","0","0","0"
"385",12,"Marlin Klein",HOU,"0","0","0","0","0","0","0","0","0"
"386",12,"Josh Oliver",MIN,"47.5","0","0","15","160","4","0","0","0"
"387",12,"Jonnu Smith",FA,"66.2","0","0","38","222","2","9","70","1"
"388",12,"Jeremy Ruckert",NYJ,"35.4","0","0","23","179","1","0","0","0"
"389",12,"Dylan Laube",LV,"2.2","0","0","3","18","0","7","9","0"
"390",12,"Adam Trautman",DEN,"35.5","0","0","20","195","1","0","0","0"
"391",12,"Jackson Hawes",BUF,"44.7","0","0","16","187","3","0","0","0"
"392",12,"Mitch Tinsley",CIN,"27.6","0","0","8","116","2","0","0","0"
"393",12,"Luke Schoonmaker",DAL,"20.2","0","0","14","132","0","0","0","0"
"394",12,"Foster Moreau",HOU,"9.4","0","0","7","59","0","0","0","0"
"395",12,"Durham Smythe",BAL,"4.5","0","0","4","25","0","0","0","0"
"396",12,"Tai Felton",MIN,"4","0","0","3","25","0","0","0","0"
"397",12,"Van Jefferson",WAS,"55.5","0","0","29","350","1","0","0","0"
"398",12,"Reggie Gilliam",NE,"3.8","0","0","2","24","0","2","4","0"
"399",12,"Riley Leonard",IND,"32","415","2","0","-3","0","6","27","2"
"400",12,"Deion Burks",IND,"0","0","0","0","0","0","0","0","0"
"401",12,"Isaiah Williams",FA,"0","0","0","0","0","0","0","0","0"
"402",12,"Jahdae Walker",CHI,"23.7","0","0","6","87","2","0","0","0"
"403",12,"Dyami Brown",WAS,"39.7","0","0","20","227","1","6","30","0"
"404",12,"Jacob Cowing",SF,"0","0","0","0","0","0","0","0","0"
"405",12,"Jimmy Horn Jr.",CAR,"23.2","0","0","11","108","0","8","69","0"
"406",12,"KeAndre Lambert-Smith",LAC,"13.6","0","0","5","51","1","0","0","0"
"407",12,"Lil'Jordan Humphrey",DEN,"28.1","0","0","13","156","1","0","0","0"
"408",12,"Marquez Valdes-Scantling",DAL,"25","0","0","14","120","1","0","0","0"
"409",12,"Jalen Reagor",MIA,"0","0","0","0","0","0","0","0","0"
"410",12,"Xavier Restrepo",TEN,"5.6","0","0","3","41","0","0","0","0"
"411",12,"Miles Sanders",FA,"22.7","0","0","8","30","0","20","117","1"
"412",12,"Roman Hemby",LV,"0","0","0","0","0","0","0","0","0"
"413",12,"Sam Roush",CHI,"0","0","0","0","0","0","0","0","0"
"414",12,"Tyler Conklin",DET,"13.8","0","0","7","101","0","1","2","0"
"415",12,"Donovan Edwards",MIA,"0","0","0","0","0","0","0","0","0"
"416",12,"Jacob Saylors",DET,"1.1","0","0","0","0","0","2","11","0"
"417",12,"Jaydn Ott",KC,"0","0","0","0","0","0","0","0","0"
"418",12,"Frank Gore Jr.",BUF,"0","0","0","0","0","0","0","0","0"
"419",12,"Jaret Patterson",LAC,"24.2","0","0","3","8","0","41","159","1"
"420",12,"Travis Homer",PIT,"-0.2","0","0","0","0","0","1","-2","0"
"421",12,"Mo Alie-Cox",IND,"24.2","0","0","13","117","1","0","0","0"
"422",12,"Myles Montgomery",FA,"0","0","0","0","0","0","0","0","0"
"423",12,"Josh Cuevas",BAL,"0","0","0","0","0","0","0","0","0"
"424",12,"Cade Stover",HOU,"13.9","0","0","12","76","0","4","3","0"
"425",12,"Nate Boerkircher",JAC,"0","0","0","0","0","0","0","0","0"
"426",12,"Alec Ingold",LAC,"10.1","0","0","8","52","0","2","9","0"
"427",12,"Scotty Miller",CHI,"10.7","0","0","9","62","0","0","0","0"
"428",12,"Nate Adkins",DEN,"13.8","0","0","6","48","1","0","0","0"
"429",12,"Tanner Hudson",CIN,"38.3","0","0","19","168","2","0","0","0"
"430",12,"Elijah Mitchell",FA,"0","0","0","0","0","0","0","0","0"
"431",12,"Jake Bobo",SEA,"3","0","0","2","20","0","0","0","0"
"432",12,"Cedrick Wilson Jr.",DET,"6.9","0","0","5","44","0","0","0","0"
"433",12,"Max Bredeson",MIN,"0","0","0","0","0","0","0","0","0"
"434",12,"Xavier Smith",LAR,"39.3","0","0","18","303","0","0","0","0"
"435",12,"Patrick Ricard",NYG,"1.6","0","0","1","8","0","1","3","0"
"436",12,"Adam Prentice",DEN,"12.7","0","0","6","53","0","10","44","0"
"437",12,"Derius Davis",LAC,"0.5","0","0","2","10","0","2","5","0"
"438",12,"Michael Burton",CLE,"0","0","0","0","0","0","0","0","0"
"439",12,"British Brooks",HOU,"7.8","0","0","0","0","0","17","78","0"
"440",12,"Reggie Virgil",ARI,"0","0","0","0","0","0","0","0","0"
"441",12,"Marcus Mariota",WAS,"132.5","1695","10","0","0","0","50","297","1"
"442",12,"Noah Brown",LV,"10.8","0","0","5","83","0","0","0","0"
"443",12,"Cade Klubnik",NYJ,"0","0","0","0","0","0","0","0","0"
"444",12,"Joe Flacco",CIN,"156.7","2479","15","0","0","0","21","35","1"
"445",12,"Myles Price",MIN,"-6","0","0","0","0","0","0","0","0"
"446",12,"Jalen Brooks",ARI,"4.6","0","0","3","51","0","0","0","0"
"447",12,"Brycen Tremayne",CAR,"23","0","0","14","160","0","0","0","0"
"448",12,"Efton Chism III",NE,"15","0","0","3","75","1","0","0","0"
"449",12,"Tyrod Taylor",GB,"64.5","779","5","0","0","0","27","143","1"
"450",12,"Theo Wease Jr.",MIA,"22.9","0","0","6","139","1","0","0","0"
"451",12,"Justin Watson",HOU,"4.5","0","0","3","30","0","0","0","0"
"452",12,"Michael Woods II",DEN,"0","0","0","0","0","0","0","0","0"
"453",12,"Chris Blair",ATL,"0","0","0","0","0","0","0","0","0"
"454",12,"Taysom Hill",FA,"36.3","57","1","11","91","0","52","114","1"
"455",12,"Tyler Lockett",LV,"57.1","0","0","32","291","1","0","0","0"
"456",12,"DeAndre Hopkins",BAL,"56","0","0","22","330","2","0","0","0"
"457",12,"David Sills V",TB,"40.1","0","0","18","191","2","0","0","0"
"458",12,"Isaiah Williams",NYJ,"45.7","0","0","26","193","0","3","34","0"
"459",12,"Jelani Woods",NYJ,"2.9","0","0","1","4","0","0","0","0"
"460",13,"Michael Trigg",DAL,"0","0","0","0","0","0","0","0","0"
"461",13,"Moliki Matavao",NO,"2","0","0","2","10","0","0","0","0"
"462",13,"Jeshaun Jones",MIN,"0","0","0","0","0","0","0","0","0"
"463",13,"Miles Kitselman",FA,"0","0","0","0","0","0","0","0","0"
"464",13,"Jack Endries",CIN,"0","0","0","0","0","0","0","0","0"
"465",13,"Will Dissly",FA,"15.2","0","0","11","97","0","0","0","0"
"466",13,"Miles Davis",CAR,"0","0","0","0","0","0","0","0","0"
"467",13,"Khalil Dinkins",SF,"0","0","0","0","0","0","0","0","0"
"468",13,"Elijah Tau-Tolliver",BAL,"0","0","0","0","0","0","0","0","0"
"469",13,"Kalel Mullings",TEN,"0.7","0","0","0","0","0","3","7","0"
"470",13,"Drew Sample",CIN,"24.4","0","0","15","106","1","1","3","0"
"471",13,"Raheem Mostert",LV,"23.4","0","0","12","70","0","22","104","0"
"472",13,"Alexander Mattison",FA,"0","0","0","0","0","0","0","0","0"
"473",13,"Lew Nichols III",PIT,"0","0","0","0","0","0","0","0","0"
"474",13,"Ulysses Bentley IV",IND,"0","0","0","0","0","0","1","0","0"
"475",13,"Elijah Moore",PHI,"24.1","0","0","9","112","0","6","24","1"
"476",13,"Juice Wells Jr.",ATL,"0","0","0","0","0","0","0","0","0"
"477",13,"Ahmani Marshall",CLE,"0","0","0","0","0","0","0","0","0"
"478",13,"Nathan Carter",ATL,"4","0","0","0","0","0","9","60","0"
"479",13,"Cash Jones",ATL,"0","0","0","0","0","0","0","0","0"
"480",13,"Dohnte Meyers",CIN,"0","0","0","0","0","0","0","0","0"
"481",13,"Brock Wright",DET,"29.8","0","0","14","108","2","0","0","0"
"482",13,"Davis Allen",LAR,"50.8","0","0","24","208","3","0","0","0"
"483",13,"Payne Durham",TB,"1.6","0","0","1","11","0","0","0","0"
"484",13,"Cam Akers",FA,"7.2","32","1","0","0","0","5","19","0"
"485",13,"Tyler Badie",DEN,"25.9","0","0","19","141","0","8","23","0"
"486",13,"Ben Sims",MIA,"4.5","0","0","3","30","0","0","0","0"
"487",13,"Brandin Cooks",FA,"39.9","0","0","24","279","0","0","0","0"
"488",13,"Brevyn Spann-Ford",DAL,"19.5","0","0","9","90","1","0","0","0"
"489",13,"Anderson Castle",IND,"0","0","0","0","0","0","0","0","0"
"490",13,"Luke Farrell",SF,"24","0","0","11","85","2","0","0","0"
"491",13,"Kenny McIntosh",FA,"0","0","0","0","0","0","0","0","0"
"492",13,"Blake Whiteheart",CLE,"1.4","0","0","2","4","0","0","0","0"
"493",13,"Sincere McCormick",SF,"0","0","0","0","0","0","0","0","0"
"494",13,"Eric Gray",NYG,"0","0","0","0","0","0","0","0","0"
"495",13,"Raheem Blackshear",DET,"0","0","0","0","0","0","0","0","0"
"496",13,"Craig Reynolds",WAS,"0.4","0","0","0","0","0","3","4","0"
"497",13,"Jermar Jefferson",MIN,"0","0","0","0","0","0","0","0","0"
"498",13,"JaMycal Hasty",NE,"0","0","0","0","0","0","0","0","0"
"499",13,"Salvon Ahmed",CHI,"0","0","0","0","0","0","0","0","0"
"500",13,"Diontae Johnson",FA,"0","0","0","0","0","0","0","0","0"
"501",13,"Mecole Hardman Jr.",BUF,"-2","0","0","0","0","0","0","0","0"
"502",13,"Anthony Hankerson",SEA,"0","0","0","0","0","0","0","0","0"
"503",13,"JuJu Smith-Schuster",FA,"57","0","0","33","345","1","0","0","0"
"504",13,"Vinny Anthony II",ATL,"0","0","0","0","0","0","0","0","0"
"505",13,"Curtis Samuel",FA,"17.6","0","0","7","81","1","0","0","0"
"506",13,"Velus Jones Jr.",SEA,"3.2","0","0","0","0","0","4","32","0"
"507",13,"Jake Browning",TB,"56.7","771","6","0","0","0","9","39","1"
"508",13,"J. Michael Sturdivant",GB,"0","0","0","0","0","0","0","0","0"
"509",13,"Isaiah Hodgins",NYG,"22.5","0","0","10","115","1","0","0","0"
"510",13,"Montorie Foster Jr.",SEA,"0","0","0","0","0","0","0","0","0"
"511",13,"Michael Briscoe",MIN,"0","0","0","0","0","0","0","0","0"
"512",13,"Ricky White III",SEA,"0","0","0","0","0","0","0","0","0"
"513",13,"Owen Wright",HOU,"0.6","0","0","0","0","0","3","6","0"
"514",13,"Joshua Cephus",FA,"0","0","0","0","0","0","0","0","0"
"515",13,"Tahj Washington",MIA,"3.2","0","0","3","37","0","0","0","0"
"516",13,"Deontay Burnett",FA,"0","0","0","0","0","0","0","0","0"
"517",13,"Coleman Owen",IND,"0","0","0","0","0","0","0","0","0"
"518",13,"Jared Wayne",HOU,"3","0","0","2","20","0","0","0","0"
"519",13,"Josh Cameron",JAC,"0","0","0","0","0","0","0","0","0"
"520",13,"Maurice Alexander",CHI,"0","0","0","0","0","0","0","0","0"
"521",13,"Casey Washington",CAR,"12.4","0","0","6","94","0","0","0","0"
"522",13,"Bub Means",NO,"0","0","0","0","0","0","0","0","0"
"523",13,"Quentin Skinner",BUF,"1.5","0","0","1","10","0","0","0","0"
"524",13,"Mason Tipton",NO,"14.9","0","0","11","76","0","4","18","0"
"525",13,"Kendric Pryor",CIN,"0","0","0","0","0","0","0","0","0"
"526",13,"Kevin Austin Jr.",NO,"26.5","0","0","13","140","1","0","0","0"
"527",13,"Quinn Ewers",MIA,"35.7","622","3","1","-6","0","8","19","0"
"528",13,"Drake Dabney",GB,"0.8","0","0","1","3","0","0","0","0"
"529",13,"Gardner Minshew II",ARI,"0.7","37","0","0","0","0","6","2","0"
"530",13,"Jordan Watkins",SF,"3.6","0","0","2","26","0","0","0","0"
"531",13,"Tyson Bagent",CHI,"2.6","47","0","0","0","0","2","7","0"
"532",13,"Anthony Gould",IND,"1.6","0","0","2","6","0","0","0","0"
"533",13,"Michael Bandy",DEN,"11","0","0","4","50","1","0","0","0"
"534",13,"Jaheim Bell",PIT,"0","0","0","0","0","0","0","0","0"
"535",13,"Davis Mills",HOU,"69.6","915","5","0","0","0","13","60","1"
"536",13,"K.J. Osborn",TEN,"0","0","0","0","0","0","0","0","0"
"537",13,"Dominic Lovett",DET,"0","0","0","0","0","0","0","0","0"
"538",13,"Jonathan Mingo",DAL,"3","0","0","1","25","0","0","0","0"
"539",13,"DeeJay Dallas",JAC,"2.1","0","0","0","0","0","3","21","0"
"540",13,"Jermaine Burton",FA,"0","0","0","0","0","0","0","0","0"
"541",13,"Arian Smith",NYJ,"10","0","0","7","52","0","4","13","0"
"542",13,"Terrace Marshall Jr.",MIA,"0","0","0","0","0","0","0","0","0"
"543",13,"Spencer Rattler",NO,"103.6","1586","8","1","0","0","31","167","0"
"544",13,"Trey Lance",LAC,"14.5","226","0","0","0","0","17","85","0"
"545",13,"Skyy Moore",GB,"12.3","0","0","5","87","0","2","11","0"
"546",13,"Jalen Milroe",SEA,"-1.6","0","0","0","0","0","3","4","0"
"547",13,"Kameron Johnson",TB,"15.7","0","0","4","64","1","2","13","0"
"548",13,"Darius Cooper",PHI,"13.7","0","0","9","92","0","0","0","0"
"549",13,"Tyler Scott",LAR,"0","0","0","0","0","0","0","0","0"
"550",13,"Tyler Huntley",BAL,"40.1","426","2","0","0","0","24","151","0"
"551",13,"Drew Allar",PIT,"0","0","0","0","0","0","0","0","0"
"552",13,"Tyrell Shavers",BUF,"38","0","0","15","245","1","0","0","0"
"553",13,"Bauer Sharp",TB,"0","0","0","0","0","0","0","0","0"
"554",13,"Taylen Green",CLE,"0","0","0","0","0","0","0","0","0"
"555",13,"Nikko Remigio",KC,"3.7","0","0","1","21","0","1","11","0"
"556",13,"Josh Williams",TB,"1.1","0","0","0","0","0","4","11","0"
"557",13,"David Moore",CAR,"2.2","0","0","1","5","0","1","12","0"
"558",13,"Seydou Traore",MIA,"0","0","0","0","0","0","0","0","0"
"559",13,"Joe Royer",CLE,"0","0","0","0","0","0","0","0","0"
"560",13,"Ben Skowronek",PIT,"14.9","0","0","4","69","1","0","0","0"
"561",13,"Jared Wiley",KC,"0.9","0","0","1","4","0","0","0","0"
"562",13,"Thomas Fidone II",NYG,"0","0","0","0","0","0","0","0","0"
"563",13,"Josh Whyle",GB,"12.1","0","0","5","36","1","0","0","0"
"564",13,"Malachi Corley",CLE,"26.1","0","0","11","79","0","13","127","0"
"565",13,"Kaden Wetjen",PIT,"0","0","0","0","0","0","0","0","0"
"566",13,"Ian Thomas",LV,"17.9","0","0","13","114","0","0","0","0"
"567",14,"Gage Larvadain",CLE,"8.9","0","0","7","71","0","1","3","0"
"568",14,"Kene Nwangwu",NYJ,"10.9","0","0","0","0","0","13","49","0"
"569",14,"Jack Stoll",CLE,"13.6","0","0","6","46","1","0","0","0"
"570",14,"Dareke Young",LV,"5.8","0","0","2","48","0","0","0","0"
"571",14,"Devin Duvernay",ARI,"3.6","0","0","2","26","0","0","0","0"
"572",14,"Eric Saubert",SEA,"7.1","0","0","4","31","0","0","0","0"
"573",14,"Tip Reiman",ARI,"3.3","0","0","3","18","0","0","0","0"
"574",14,"Ke'Shawn Williams",CIN,"0","0","0","1","5","0","2","10","0"
"575",14,"Stone Smartt",PHI,"8.7","0","0","7","52","0","0","0","0"
"576",14,"Charlie Jones",CIN,"6","0","0","0","0","0","0","0","0"
"577",14,"Drew Ogletree",IND,"10.7","0","0","4","27","1","0","0","0"
"578",14,"Grant Calcaterra",PHI,"18.1","0","0","9","76","1","0","0","0"
"579",14,"Kylen Granson",TEN,"7.5","0","0","7","40","0","0","0","0"
"580",14,"Jake Briningstool",KC,"0","0","0","0","0","0","0","0","0"
"581",14,"Albert Okwuegbunam Jr.",LV,"6.1","0","0","5","36","0","0","0","0"
"582",14,"Teagan Quitoriano",ARI,"0","0","0","0","0","0","0","0","0"
"583",14,"Ben Yurosek",MIN,"2.4","0","0","2","14","0","0","0","0"
"584",14,"Bo Melton",GB,"22.2","0","0","4","107","1","5","35","0"
"585",14,"Britain Covey",PHI,"3","0","0","2","20","0","0","0","0"
"586",14,"Charlie Woerner",ATL,"8.8","0","0","8","48","0","0","0","0"
"587",14,"Will Mallory",IND,"2.1","0","0","1","16","0","0","0","0"
"588",14,"Lucas Krull",DEN,"2.5","0","0","2","15","0","0","0","0"
"589",14,"Julian Hill",NE,"23.5","0","0","15","140","0","0","0","0"
"590",14,"Brevin Jordan",HOU,"0","0","0","0","0","0","0","0","0"
"591",14,"Tanner Conner",NYG,"13.6","0","0","9","91","0","0","0","0"
"592",14,"Johnny Mundt",PHI,"15.6","0","0","9","111","0","0","0","0"
"593",14,"Brayden Willis",SF,"0","0","0","0","0","0","0","0","0"
"594",14,"David Martin-Robinson",TEN,"11","0","0","4","30","1","0","0","0"
"595",14,"Colson Yankoff",WAS,"2.8","0","0","2","18","0","0","0","0"
"596",14,"Devin Culp",TB,"7.1","0","0","1","6","1","0","0","0"
"597",14,"Gavin Bartholomew",MIN,"0","0","0","0","0","0","0","0","0"
"598",14,"CJ Dippre",NE,"0","0","0","0","0","0","0","0","0"
"599",14,"LaJohntay Wester",BAL,"-2","0","0","0","0","0","0","0","0"
"600",14,"Cameron Latu",PHI,"0","0","0","0","0","0","0","0","0"
"601",14,"Mason Kinsey",TEN,"5.8","0","0","2","48","0","0","0","0"
"602",14,"Hunter Long",JAC,"26.5","0","0","12","85","2","0","0","0"
"603",14,"Hayden Rucci",SF,"0","0","0","0","0","0","0","0","0"
"604",14,"Joel Wilson",TEN,"0","0","0","0","0","0","0","0","0"
"605",14,"Ko Kieft",TB,"0","0","0","0","0","0","0","0","0"
"606",14,"Cole Turner",MIA,"0","0","0","0","0","0","0","0","0"
"607",14,"Chris Manhertz",NYG,"1.2","0","0","1","7","0","0","0","0"
"608",14,"Ty Pezza",BAL,"0","0","0","0","0","0","0","0","0"
"609",14,"Carsen Ryan",CLE,"0","0","0","0","0","0","0","0","0"
"610",14,"Zach Horton",DET,"0","0","0","0","0","0","0","0","0"
"611",14,"Brenden Bates",CLE,"6.8","0","0","4","48","0","0","0","0"
"612",14,"Quintin Morris",JAC,"14.5","0","0","6","55","1","0","0","0"
"613",14,"Joshua Simon",ATL,"0","0","0","0","0","0","0","0","0"
"614",14,"Bryson Nesbit",MIN,"0","0","0","0","0","0","0","0","0"
"615",14,"Mario Williams",FA,"0","0","0","0","0","0","0","0","0"
"616",14,"Jack Velling",ATL,"0","0","0","0","0","0","0","0","0"
"617",14,"Josiah Deguara",SF,"9.6","0","0","3","21","1","0","0","0"
"618",14,"Rivaldo Fairweather",ARI,"0","0","0","0","0","0","0","0","0"
"619",14,"E.J. Jenkins",PHI,"0","0","0","0","0","0","0","0","0"
"620",14,"Jack Westover",NE,"0.5","0","0","1","0","0","0","0","0"
"621",14,"Princeton Fant",DAL,"0","0","0","0","0","0","0","0","0"
"622",14,"James Mitchell",CAR,"4.3","0","0","3","28","0","0","0","0"
"623",14,"Jamal Haynes",CIN,"0","0","0","0","0","0","0","0","0"
"624",14,"Cam Grandy",CIN,"1.7","0","0","2","7","0","0","0","0"
"625",14,"Lance Mason",PIT,"0","0","0","0","0","0","0","0","0"
"626",14,"Andrew Beck",NYJ,"20","0","0","6","45","2","1","5","0"
"627",14,"Tanner Arkin",NE,"0","0","0","0","0","0","0","0","0"
"628",14,"DJ Rogers",DAL,"0","0","0","0","0","0","0","0","0"
"629",14,"Nick Kallerup",SEA,"0","0","0","0","0","0","0","0","0"
"630",14,"Shane Zylstra",BUF,"3.5","0","0","3","20","0","0","0","0"
"631",14,"Lake McRee",PIT,"0","0","0","0","0","0","0","0","0"
"632",14,"Dean Connors",LAR,"0","0","0","0","0","0","0","0","0"
"633",14,"Lan Larison",NE,"0","0","0","0","0","0","0","0","0"
"634",14,"AJ Dillon",CAR,"7.6","0","0","3","21","0","12","60","0"
"635",14,"Kenny Fletcher Jr.",TB,"0","0","0","0","0","0","0","0","0"
"636",14,"Pharaoh Brown",IND,"1.1","0","0","2","1","0","0","0","0"
"637",14,"CJ Donaldson",NO,"0","0","0","0","0","0","0","0","0"
"638",14,"Dontae McMillan",BAL,"0","0","0","0","0","0","0","0","0"
"639",14,"Chris Myarick",LV,"0","0","0","0","0","0","0","0","0"
"640",14,"Pierre Strong Jr.",GB,"0","0","0","0","0","0","0","0","0"
"641",14,"Quentin Moore",WAS,"0","0","0","0","0","0","0","0","0"
"642",14,"Zaire Mitchell-Paden",NO,"2.7","0","0","2","17","0","0","0","0"
"643",14,"Chase Curtis",NYJ,"0","0","0","0","0","0","0","0","0"
"644",14,"Ameer Abdullah",JAC,"27.9","0","0","16","99","0","14","60","1"
"645",14,"Patrick Herbert",JAC,"0","0","0","0","0","0","0","0","0"
"646",14,"Chip Trayanum",NYJ,"0","0","0","0","0","0","0","0","0"
"647",14,"Messiah Swinson",GB,"0","0","0","0","0","0","0","0","0"
"648",14,"Connor Heyward",LV,"25.9","0","0","3","21","1","15","43","2"
"649",14,"Carter Runyon",LV,"0.8","0","0","1","3","0","0","0","0"
"650",14,"Keleki Latu",BUF,"5.5","0","0","4","35","0","0","0","0"
"651",14,"Kendrick Law",DET,"0","0","0","0","0","0","0","0","0"
"652",14,"Dae'Quan Wright",FA,"0","0","0","0","0","0","0","0","0"
"653",14,"Ja'Quinden Jackson",PHI,"0","0","0","0","0","0","0","0","0"
"654",14,"Treyton Welch",NO,"0","0","0","0","0","0","0","0","0"
"655",14,"Stephen Carlson",CHI,"0","0","0","0","0","0","0","0","0"
"656",14,"Michael Wortham",JAC,"0","0","0","0","0","0","0","0","0"
"657",14,"Evan Svoboda",LAC,"0","0","0","0","0","0","0","0","0"
"658",14,"Brittain Brown",CHI,"9.7","0","0","0","0","0","5","37","1"
"659",14,"Kentrel Bullock",CIN,"0","0","0","0","0","0","0","0","0"
"660",14,"Dallen Bentley",DEN,"0","0","0","0","0","0","0","0","0"
"661",14,"Cody Hardy",NO,"0","0","0","0","0","0","0","0","0"
"662",14,"Patrick Gurd",LV,"0","0","0","0","0","0","0","0","0"
"663",14,"Tyler Johnson",DAL,"31.7","0","0","12","197","1","0","0","0"
"664",14,"Mark Redman",LAR,"0","0","0","0","0","0","0","0","0"
"665",14,"Hassan Haskins",NE,"8","0","0","4","13","0","17","47","0"
"666",14,"Terion Stewart",KC,"0","0","0","0","0","0","0","0","0"
"667",14,"Dan Villari",LAR,"0","0","0","0","0","0","0","0","0"
"668",14,"Ray-Ray McCloud III",CHI,"10.4","0","0","7","69","0","0","0","0"
"669",14,"Gary Brightwell",CIN,"0","0","0","0","0","0","0","0","0"
"670",15,"Dylan Drummond",ATL,"7.7","0","0","7","42","0","0","0","0"
"671",15,"Johnny Pascuzzi",LAC,"0","0","0","0","0","0","0","0","0"
"672",15,"Desmond Reid",FA,"0","0","0","0","0","0","0","0","0"
"673",15,"Hayden Large",CHI,"0","0","0","0","0","0","0","0","0"
"674",15,"Rohan Jones",LAR,"0","0","0","0","0","0","0","0","0"
"675",15,"Gus Edwards",FA,"0","0","0","0","0","0","0","0","0"
"676",15,"Jeff Caldwell",KC,"0","0","0","0","0","0","0","0","0"
"677",15,"Amar Johnson",LAC,"0.8","0","0","0","0","0","2","8","0"
"678",15,"Ronnie Bell",NO,"9.3","0","0","2","23","1","0","0","0"
"679",15,"Josh Kattus",CIN,"0","0","0","0","0","0","0","0","0"
"680",15,"Zack Moss",FA,"0","0","0","0","0","0","0","0","0"
"681",15,"Davon Booth",CLE,"0","0","0","0","0","0","0","0","0"
"682",15,"EJ Smith",KC,"0","0","0","0","0","0","0","0","0"
"683",15,"Cody White",SEA,"16.5","0","0","3","90","1","0","0","0"
"684",15,"Shedrick Jackson",LV,"13.9","0","0","4","56","1","1","3","0"
"685",15,"Deven Thompkins",LV,"4.7","0","0","3","27","0","1","5","0"
"686",15,"Trey Sermon",ATL,"0","0","0","0","0","0","0","0","0"
"687",15,"Dante Pettis",BUF,"15.2","0","0","9","127","0","0","0","0"
"688",15,"Jeff Wilson Jr.",FA,"0","0","0","0","0","0","0","0","0"
"689",15,"Simi Fehoko",ARI,"0","0","0","0","0","0","0","0","0"
"690",15,"Royce Freeman",FA,"0","0","0","0","0","0","0","0","0"
