"RK",TIERS,"PLAYER NAME",TEAM,"FANTASYPTS","YDS","TDS","REC","YDS","TDS","ATT","YDS","TDS"
"340",12,"Ray-Ray McCloud III",ATL,"22.5","0","0","12","135","0","3","30","0"
"341",12,"Tampa Bay Buccaneers",TB,"133","0","0","0","0","0","0","0","0"
"342",12,"Jerick McKinnon",FA,"71.9","0","0","25","192","4","21","60","1"
"343",12,"Noah Gray",KC,"56.6","0","0","28","305","2","1","1","0"
"344",12,"Xavier Gipson",NYJ,"48.2","0","0","21","229","0","8","68","1"
"345",12,"John Metchie III",HOU,"24.2","0","0","16","158","0","1","4","0"
"346",12,"Deneric Prince",MIA,"0","0","0","0","0","0","0","0","0"
"347",12,"Sam Howell",SEA,"278","3946","21","0","0","0","48","263","5"
"348",12,"Seattle Seahawks",SEA,"109","0","0","0","0","0","0","0","0"
"349",12,"Craig Reynolds",DET,"27.1","0","0","5","47","0","41","179","1"
"350",12,"Atlanta Falcons",ATL,"95","0","0","0","0","0","0","0","0"
"351",12,"Salvon Ahmed",FA,"34.9","0","0","16","88","1","22","61","1"
"352",12,"Cedrick Wilson Jr.",NO,"58.6","0","0","22","296","3","0","0","0"
"353",12,"Justin Watson",KC,"75.5","0","0","27","460","3","0","0","0"
"354",12,"Drew Lock",NYG,"32.1","543","3","0","0","0","5","14","0"
"355",12,"Tanner Hudson",CIN,"60.7","0","0","39","352","1","0","0","0"
"356",12,"Royce Freeman",FA,"45.7","0","0","1","13","0","77","319","2"
"357",12,"Isaiah Davis",NYJ,"0","0","0","0","0","0","0","0","0"
"358",12,"Erick All Jr.",CIN,"0","0","0","0","0","0","0","0","0"
"359",12,"Wil Lutz",DEN,"129","0","0","0","0","0","0","0","0"
"360",12,"Josh Oliver",MIN,"42.3","0","0","22","213","2","0","0","0"
"361",12,"Michael Thomas",FA,"70.3","0","0","39","448","1","0","0","0"
"362",12,"Mack Hollins",BUF,"34.1","0","0","18","251","0","0","0","0"
"363",12,"Jameis Winston",CLE,"15","264","2","0","0","0","5","-6","0"
"364",12,"Skyy Moore",KC,"43.2","0","0","21","244","1","3","23","0"
"365",12,"Los Angeles Chargers",LAC,"112","0","0","0","0","0","0","0","0"
"366",12,"Matt Prater",ARI,"130","0","0","0","0","0","0","0","0"
"367",12,"Chris Boswell",PIT,"133","0","0","0","0","0","0","0","0"
"368",12,"Los Angeles Rams",LAR,"83","0","0","0","0","0","0","0","0"
"369",12,"Olamide Zaccheaus",WAS,"33.4","0","0","10","164","2","0","0","0"
"370",12,"Brevin Jordan",HOU,"42.4","0","0","17","219","2","0","0","0"
"371",12,"Tommy Tremble",CAR,"48.9","0","0","23","194","3","0","0","0"
"372",12,"Johnny Wilson",PHI,"0","0","0","0","0","0","0","0","0"
"373",12,"Jeremy Ruckert",NYJ,"23.1","0","0","16","151","0","0","0","0"
"374",12,"Parker Washington",JAC,"31.2","0","0","16","132","2","0","0","0"
"375",12,"New York Giants",NYG,"131","0","0","0","0","0","0","0","0"
"376",12,"Cade Stover",HOU,"0","0","0","0","0","0","0","0","0"
"377",12,"Johnny Mundt",MIN,"31.7","0","0","17","172","1","0","0","0"
"378",12,"Joe Flacco",IND,"108.8","1616","13","0","0","0","9","2","0"
"379",12,"Davis Allen",LAR,"20.5","0","0","10","95","1","0","0","0"
"380",12,"JuJu Smith-Schuster",KC,"46.5","0","0","29","260","1","0","0","0"
"381",12,"Joshua Karty",LAR,"0","0","0","0","0","0","0","0","0"
"382",12,"Jaret Patterson",LAC,"0","0","0","0","0","0","0","0","0"
"383",12,"Sione Vaki",DET,"0","0","0","0","0","0","0","0","0"
"384",12,"Joshua Kelley",FA,"57.7","0","0","8","32","0","107","405","2"
"385",12,"Adam Trautman",DEN,"49.4","0","0","22","204","3","0","0","0"
"386",12,"Chase McLaughlin",TB,"136","0","0","0","0","0","0","0","0"
"387",12,"Trenton Irwin",CIN,"50.1","0","0","25","316","1","0","0","0"
"388",12,"Brandon Powell",MIN,"52.6","0","0","29","324","1","5","17","0"
"389",12,"KaVontae Turpin",DAL,"53.7","0","0","12","127","3","11","110","1"
"390",12,"Tyquan Thornton",NE,"20.7","0","0","13","91","0","3","51","0"
"391",12,"Austin Hooper",NE,"35.9","0","0","25","234","0","0","0","0"
"392",12,"Donald Parham Jr.",DEN,"66","0","0","27","285","4","0","0","0"
"393",12,"Darnell Washington",PIT,"9.6","0","0","7","61","0","0","0","0"
"394",12,"Josh Whyle",TEN,"19.9","0","0","9","94","1","0","0","0"
"395",12,"Kyle Juszczyk",SF,"31.5","0","0","14","119","2","5","6","0"
"396",13,"Cam Little",JAC,"0","0","0","0","0","0","0","0","0"
"397",13,"Tyler Goodson",IND,"15.1","0","0","6","34","0","13","87","0"
"398",13,"Sean Tucker",TB,"4.2","0","0","2","9","0","15","23","0"
"399",13,"Blake Watson",DEN,"0","0","0","0","0","0","0","0","0"
"400",13,"Mo Alie-Cox",IND,"42.6","0","0","13","161","3","0","0","0"
"401",13,"Jake Bobo",SEA,"47.4","0","0","19","196","2","1","3","1"
"402",13,"Ryan Flournoy",DAL,"0","0","0","0","0","0","0","0","0"
"403",13,"Nyheim Hines",CLE,"0","0","0","0","0","0","0","0","0"
"404",13,"Foster Moreau",NO,"35.8","0","0","21","193","1","0","0","0"
"405",13,"Ameer Abdullah",LV,"31.5","0","0","19","131","0","15","89","0"
"406",13,"Kenny McIntosh",SEA,"0","0","0","0","0","0","0","0","0"
"407",13,"Jarrett Stidham",DEN,"27.6","496","2","0","0","0","9","8","0"
"408",13,"Nick Mullens",MIN,"74.7","1306","7","0","0","0","10","25","0"
"409",13,"Jake Browning",CIN,"150.9","1936","12","0","0","0","27","127","3"
"410",13,"Kenny Pickett",PHI,"114.2","2070","6","0","0","0","42","54","1"
"411",13,"Carolina Panthers",CAR,"71","0","0","0","0","0","0","0","0"
"412",13,"Trayveon Williams",CIN,"11.4","0","0","7","10","0","15","69","0"
"413",13,"Keaontay Ingram",KC,"12","0","0","4","26","0","35","74","0"
"414",13,"Luke Schoonmaker",DAL,"22.5","0","0","8","65","2","0","0","0"
"415",13,"Greg Joseph",FA,"119","0","0","0","0","0","0","0","0"
"416",13,"Jase McClellan",ATL,"0","0","0","0","0","0","0","0","0"
"417",13,"Jaheim Bell",NE,"0","0","0","0","0","0","0","0","0"
"418",13,"Matt Breida",FA,"38.4","0","0","17","88","0","55","151","1"
"419",13,"Bub Means",NO,"0","0","0","0","0","0","0","0","0"
"420",13,"Donovan Peoples-Jones",DET,"22","0","0","13","155","0","0","0","0"
"421",13,"Will Mallory",IND,"29.7","0","0","18","207","0","0","0","0"
"422",13,"Jalen Brooks",DAL,"9.4","0","0","6","64","0","0","0","0"
"423",13,"Parris Campbell",PHI,"20.4","0","0","20","104","0","0","0","0"
"424",13,"Ainias Smith",PHI,"0","0","0","0","0","0","0","0","0"
"425",13,"Spencer Rattler",NO,"0","0","0","0","0","0","0","0","0"
"426",13,"Jawhar Jordan",HOU,"0","0","0","0","0","0","0","0","0"
"427",13,"Logan Thomas",FA,"99.3","0","0","55","496","4","1","2","0"
"428",13,"Jamison Crowder",WAS,"27.9","0","0","16","159","1","0","0","0"
"429",13,"Jamari Thrash",CLE,"0","0","0","0","0","0","0","0","0"
"430",13,"Braxton Berrios",MIA,"44.4","0","0","27","238","1","1","11","0"
"431",13,"Tyrod Taylor",NYJ,"90.3","1341","5","0","0","0","38","197","0"
"432",13,"Tennessee Titans",TEN,"102","0","0","0","0","0","0","0","0"
"433",13,"Xavier Hutchinson",HOU,"17.9","0","0","8","90","0","5","49","0"
"434",13,"Alec Ingold",MIA,"18.4","0","0","13","119","0","2","0","0"
"435",13,"Eddy Pineiro",CAR,"109","0","0","0","0","0","0","0","0"
"436",13,"Casey Washington",ATL,"0","0","0","0","0","0","0","0","0"
"437",13,"Nick Westbrook-Ikhine",TEN,"71","0","0","28","370","3","0","0","0"
"438",13,"Will Reichard",MIN,"0","0","0","0","0","0","0","0","0"
"439",13,"Durham Smythe",MIA,"54.1","0","0","35","366","0","0","0","0"
"440",13,"Lucas Krull",DEN,"19.5","0","0","8","95","1","0","0","0"
"441",13,"Kevin Harris",NE,"19.8","0","0","3","58","0","16","65","1"
"442",13,"Chris Moore",ARI,"57.3","0","0","22","424","0","2","39","0"
"443",13,"Washington Commanders",WAS,"64","0","0","0","0","0","0","0","0"
"444",13,"Devaughn Vele",DEN,"0","0","0","0","0","0","0","0","0"
"445",13,"Charlie Jones",CIN,"17.2","0","0","7","64","0","2","13","0"
"446",13,"Graham Gano",NYG,"50","0","0","0","0","0","0","0","0"
"447",13,"Elijah Higgins",ARI,"29.3","0","0","14","163","1","0","0","0"
"448",13,"Jared Wiley",KC,"0","0","0","0","0","0","0","0","0"
"449",13,"Patrick Ricard",BAL,"13.7","0","0","5","52","1","0","0","0"
"450",13,"JaMycal Hasty",NE,"0","0","0","0","0","0","0","0","0"
"451",13,"Hunter Renfrow",FA,"36","0","0","25","255","0","0","0","0"
"452",13,"Nick Folk",TEN,"131","0","0","0","0","0","0","0","0"
"453",13,"KhaDarel Hodge",ATL,"30.2","0","0","14","232","0","1","0","0"
"454",13,"Mecole Hardman Jr.",KC,"18.2","0","0","15","124","0","1","3","0"
"455",13,"Malik Davis",DAL,"0","0","0","0","0","0","0","0","0"
"456",13,"Avery Williams",ATL,"0","0","0","0","0","0","0","0","0"
"457",13,"Brock Wright",DET,"21.6","0","0","13","91","1","0","0","0"
"458",13,"Latavius Murray",FA,"74.4","0","0","17","119","0","79","300","4"
"459",13,"Cody Schrader",LAR,"0","0","0","0","0","0","0","0","0"
"460",13,"Jordan Akins",CLE,"20.7","0","0","15","132","0","0","0","0"
"461",13,"Stone Smartt",LAC,"27","0","0","11","155","1","0","0","0"
"462",13,"Mac Jones",JAC,"118.4","2120","10","0","0","0","26","96","0"
"463",13,"Jeremy McNichols",WAS,"0","0","0","0","0","0","0","0","0"
"464",13,"Laviska Shenault Jr.",SEA,"16.5","0","0","10","60","0","12","55","0"
"465",14,"Brayden Narveson",GB,"0","0","0","0","0","0","0","0","0"
"466",14,"Brandon McManus",FA,"146","0","0","0","0","0","0","0","0"
"467",14,"Raheem Blackshear",CAR,"14.1","0","0","6","45","0","14","46","0"
"468",14,"Anders Carlson",FA,"125","0","0","0","0","0","0","0","0"
"469",14,"Pharaoh Brown",SEA,"31.3","0","0","13","208","1","0","0","0"
"470",14,"Julius Chestnut",TEN,"0","0","0","0","0","0","0","0","0"
"471",14,"Dare Ogunbowale",HOU,"9.3","0","0","2","18","0","8","35","0"
"472",14,"Kene Nwangwu",FA,"1.3","0","0","0","0","0","5","13","0"
"473",14,"Devin Duvernay",JAC,"5.3","0","0","4","18","0","4","15","0"
"474",14,"Cole Turner",WAS,"17.5","0","0","11","120","0","0","0","0"
"475",14,"DeeJay Dallas",ARI,"5.2","0","0","6","26","0","10","36","0"
"476",14,"Derius Davis",LAC,"28.2","0","0","15","66","0","14","101","0"
"477",14,"Keilan Robinson",JAC,"0","0","0","0","0","0","0","0","0"
"478",14,"C.J. Ham",MIN,"6.7","0","0","7","25","0","1","7","0"
"479",14,"AJ Barner",SEA,"0","0","0","0","0","0","0","0","0"
"480",14,"Drew Sample",CIN,"39.3","0","0","22","163","2","0","0","0"
"481",14,"Joshua Dobbs",SF,"210.7","2464","13","0","0","0","77","421","6"
"482",14,"Marcus Mariota",WAS,"12.8","164","1","0","0","0","8","52","0"
"483",14,"Patrick Taylor Jr.",SF,"24.5","0","0","11","49","0","32","141","0"
"484",14,"Isaiah McKenzie",NYG,"11.1","0","0","11","82","0","3","14","0"
"485",14,"Hassan Haskins",LAC,"0","0","0","0","0","0","0","0","0"
"486",14,"Charlie Woerner",ATL,"4.7","0","0","3","32","0","0","0","0"
"487",14,"Robert Tonyan",MIN,"16.7","0","0","11","112","0","0","0","0"
"488",14,"Terrace Marshall Jr.",SF,"23.4","0","0","19","139","0","0","0","0"
"489",14,"David Bell",CLE,"41.7","0","0","14","167","3","0","0","0"
"490",14,"Isaiah Williams",DET,"0","0","0","0","0","0","0","0","0"
"491",14,"Joey Slye",NE,"102","0","0","0","0","0","0","0","0"
"492",14,"Riley Patterson",FA,"93","0","0","0","0","0","0","0","0"
"493",14,"Frank Gore Jr.",BUF,"0","0","0","0","0","0","0","0","0"
"494",14,"Brett Maher",FA,"77","0","0","0","0","0","0","0","0"
"495",14,"MyCole Pruitt",PIT,"21.5","0","0","9","110","1","0","0","0"
"496",14,"Trent Sherfield Sr.",MIN,"20.1","0","0","11","86","1","0","0","0"
"497",14,"John Bates",WAS,"24.6","0","0","19","151","0","0","0","0"
"498",14,"Connor Heyward",PIT,"28.2","0","0","23","167","0","1","0","0"
"499",14,"Carson Wentz",KC,"27.1","163","2","0","0","0","17","56","1"
"500",14,"Payne Durham",TB,"8.3","0","0","5","58","0","0","0","0"
"501",14,"Tip Reiman",ARI,"0","0","0","0","0","0","0","0","0"
"502",14,"Luke Farrell",JAC,"22","0","0","13","155","0","0","0","0"
"503",14,"Cade York",WAS,"0","0","0","0","0","0","0","0","0"
"504",14,"Scotty Miller",PIT,"33.6","0","0","11","161","2","0","0","0"
"505",14,"Julian Hill",MIA,"5.8","0","0","6","48","0","0","0","0"
"506",14,"Drew Ogletree",IND,"31.2","0","0","9","147","2","0","0","0"
"507",14,"Irv Smith Jr.",FA,"24.5","0","0","18","115","1","0","0","0"
"508",14,"Josh Johnson",BAL,"0","0","0","0","0","0","0","0","0"
"509",14,"Jha'Quan Jackson",TEN,"0","0","0","0","0","0","0","0","0"
"510",14,"Myles Gaskin",MIN,"0","0","0","0","0","0","0","0","0"
"511",14,"Anthony Gould",IND,"0","0","0","0","0","0","0","0","0"
"512",14,"Hunter Luepke",DAL,"11.2","0","0","3","18","0","6","19","1"
"513",14,"Dillon Johnson",FA,"0","0","0","0","0","0","0","0","0"
"514",14,"Justyn Ross",KC,"8.3","0","0","6","53","0","0","0","0"
"515",14,"Daurice Fountain",FA,"0","0","0","0","0","0","0","0","0"
"516",14,"Zach Wilson",DEN,"126.9","2271","8","0","0","0","36","211","0"
"517",14,"Denzel Mims",FA,"0","0","0","0","0","0","0","0","0"
"518",14,"Jordan Mims",NO,"0","0","0","0","0","0","0","0","0"
"519",14,"Quez Watkins",PIT,"27.7","0","0","15","142","1","0","0","0"
"520",14,"Isaiah Hodgins",NYG,"49.5","0","0","21","230","3","0","0","0"
"521",14,"Jalen Guyton",LV,"19.9","0","0","10","89","1","0","0","0"
"522",14,"Jimmy Garoppolo",LAR,"73.1","1205","7","0","0","0","20","39","0"
"523",14,"Kendall Milton",CIN,"0","0","0","0","0","0","0","0","0"
"524",14,"Leonard Fournette",FA,"4","0","0","0","0","0","12","40","0"
"525",14,"Marcus Rosemy-Jacksaint",PHI,"0","0","0","0","0","0","0","0","0"
"526",14,"Mason Rudolph",TEN,"39.6","719","3","0","0","0","10","8","0"
"527",14,"Emani Bailey",KC,"0","0","0","0","0","0","0","0","0"
"528",14,"Ian Thomas",CAR,"8.1","0","0","5","56","0","0","0","0"
"529",14,"Boston Scott",PIT,"13.8","0","0","4","52","0","20","86","0"
"530",14,"Harrison Bryant",LV,"31.4","0","0","13","81","3","5","8","0"
"531",14,"Cornelius Johnson",LAC,"0","0","0","0","0","0","0","0","0"
"532",14,"DJ Turner",LV,"0","0","0","0","0","0","0","0","0"
"533",14,"Michael Burton",DEN,"5.2","0","0","3","8","0","7","9","0"
"534",14,"Dante Miller",NYG,"0","0","0","0","0","0","0","0","0"
"535",14,"Zach Evans",FA,"1.9","0","0","0","0","0","9","19","0"
"536",14,"Dallin Holker",NO,"0","0","0","0","0","0","0","0","0"
"537",14,"Reggie Gilliam",BUF,"0.8","0","0","1","3","0","0","0","0"
"538",14,"Allen Robinson II",DET,"45","0","0","34","280","0","0","0","0"
"539",14,"George Holani",SEA,"0","0","0","0","0","0","0","0","0"
"540",14,"Arizona Cardinals",ARI,"65","0","0","0","0","0","0","0","0"
"541",14,"Adam Prentice",NO,"1.4","0","0","2","12","0","2","12","0"
"542",14,"Robbie Chosen",MIA,"20.6","0","0","4","126","1","0","0","0"
"543",14,"Brenton Strange",JAC,"12","0","0","5","35","1","0","0","0"
"544",14,"James Mitchell",DET,"3.8","0","0","2","28","0","0","0","0"
"545",14,"Andy Dalton",CAR,"23.6","361","2","0","0","0","3","12","0"
"546",14,"Chad Ryland",FA,"81","0","0","0","0","0","0","0","0"
"547",14,"Mason Tipton",NO,"0","0","0","0","0","0","0","0","0"
"548",14,"Nick Vannett",TEN,"0.8","0","0","1","3","0","0","0","0"
"549",14,"Trey Lance",DAL,"0","0","0","0","0","0","0","0","0"
"550",14,"DeWayne McBride",FA,"0","0","0","0","0","0","0","0","0"
"551",14,"Jesper Horsted",FA,"0.9","0","0","1","4","0","0","0","0"
"552",14,"Dylan Parham",FA,"0","0","0","0","0","0","0","0","0"
"553",14,"Ross Dwelley",ATL,"1.7","0","0","1","12","0","0","0","0"
"554",14,"Malik Heath",GB,"26","0","0","15","125","1","0","0","0"
"555",14,"N'Keal Harry",MIN,"0","0","0","0","0","0","0","0","0"
"556",14,"Mitchell Trubisky",BUF,"53.7","632","4","0","0","0","16","54","2"
"557",14,"Desmond Ridder",ARI,"188.6","2836","12","0","0","0","53","193","5"
"558",14,"Peyton Hendershot",KC,"5.8","0","0","4","38","0","1","0","0"
"559",14,"Charlie Kolar",BAL,"18.2","0","0","7","87","1","0","0","0"
"560",14,"Isaiah Williams",FA,"0","0","0","0","0","0","0","0","0"
"561",14,"Khari Blasingame",CHI,"4.3","0","0","3","2","0","8","26","0"
"562",14,"Emeka Egbuka",FA,"0","0","0","0","0","0","0","0","0"
"563",14,"Jalen Coker",CAR,"0","0","0","0","0","0","0","0","0"
"564",15,"David Moore",CAR,"17.9","0","0","5","94","1","0","0","0"
"565",15,"Kayshon Boutte",NE,"2.9","0","0","2","19","0","0","0","0"
"566",15,"Tyrion Davis-Price",PHI,"2.1","0","0","0","0","0","6","21","0"
"567",15,"Tanner McLachlan",CIN,"0","0","0","0","0","0","0","0","0"
"568",15,"Zach Pascal",ARI,"3.9","0","0","4","19","0","0","0","0"
"569",15,"Velus Jones Jr.",CHI,"9.1","0","0","4","20","0","8","51","0"
"570",15,"Joe Parker",FA,"0","0","0","0","0","0","0","0","0"
"571",15,"Albert Okwuegbunam Jr.",PHI,"0","0","0","0","0","0","0","0","0"
"572",15,"Xavier Weaver",ARI,"0","0","0","0","0","0","0","0","0"
"573",15,"Chris Manhertz",NYG,"2.6","0","0","2","16","0","0","0","0"
"574",15,"Ko Kieft",TB,"6.7","0","0","1","2","1","0","0","0"
"575",15,"Kyle Philips",FA,"23.6","0","0","15","181","0","0","0","0"
"576",15,"Mike White",BUF,"3.1","74","1","0","0","0","8","-9","0"
"577",15,"Demetric Felton Jr.",FA,"0","0","0","0","0","0","0","0","0"
"578",15,"Devin Culp",TB,"0","0","0","0","0","0","0","0","0"
"579",15,"Ronald Jones II",FA,"0","0","0","0","0","0","0","0","0"
"580",15,"Josiah Deguara",JAC,"10.5","0","0","8","65","0","0","0","0"
"581",15,"Daijun Edwards",FA,"0","0","0","0","0","0","0","0","0"
"582",15,"Darrynton Evans",BUF,"26.5","0","0","7","49","0","32","121","1"
"583",15,"Grant Calcaterra",PHI,"5.9","0","0","4","39","0","0","0","0"
"584",15,"Jack Stoll",PHI,"6.3","0","0","5","38","0","0","0","0"
"585",15,"Quintin Morris",BUF,"9.6","0","0","2","26","1","0","0","0"
"586",15,"Simi Fehoko",LAC,"7.4","0","0","1","9","1","0","0","0"
"587",15,"Gary Brightwell",CLE,"9.1","0","0","5","47","0","9","19","0"
"588",15,"Jamal Agnew",FA,"33.3","0","0","14","225","1","4","-2","0"
"589",15,"Samori Toure",CHI,"11.8","0","0","8","78","0","0","0","0"
"590",15,"Stephen Sullivan",FA,"18.5","0","0","12","125","0","0","0","0"
"591",15,"Owen Wright",BAL,"0","0","0","0","0","0","0","0","0"
"592",15,"Tahj Washington",MIA,"0","0","0","0","0","0","0","0","0"
"593",15,"Grant DuBose",MIA,"0","0","0","0","0","0","0","0","0"
"594",15,"Ben Sims",GB,"10.1","0","0","4","21","1","0","0","0"
"595",15,"Sterling Shepard",TB,"15.3","0","0","10","57","1","1","6","0"
"596",15,"Hunter Long",LAR,"0","0","0","0","0","0","0","0","0"
"597",15,"Kenny Yeboah",NYJ,"3.8","0","0","2","28","0","0","0","0"
"598",15,"Daniel Helm",FA,"0","0","0","0","0","0","0","0","0"
"599",15,"KJ Hamler",BUF,"0","0","0","0","0","0","0","0","0"
"600",15,"Carlos Washington Jr.",ATL,"0","0","0","0","0","0","0","0","0"
"601",15,"Antoine Green",FA,"0.7","0","0","1","2","0","0","0","0"
"602",15,"Lil'Jordan Humphrey",DEN,"40.7","0","0","13","162","3","0","0","0"
"603",15,"Jakob Johnson",FA,"1.7","0","0","1","12","0","0","0","0"
"604",15,"Tucker Fisk",LAC,"1.4","0","0","1","9","0","0","0","0"
"605",15,"Lawrence Cager",NYG,"11.6","0","0","4","36","1","0","0","0"
"606",15,"Chris Blair",ATL,"0","0","0","0","0","0","0","0","0"
"607",15,"Geoff Swaim",FA,"14.4","0","0","10","94","0","0","0","0"
"608",15,"Tyler Mabry",SEA,"0","0","0","0","0","0","0","0","0"
"609",15,"Trevon Wesco",FA,"2.6","0","0","1","21","0","0","0","0"
"610",15,"Michael Wiley",WAS,"0","0","0","0","0","0","0","0","0"
"611",15,"Nick Guggemos",FA,"0","0","0","0","0","0","0","0","0"
"612",15,"Tyler Kroft",FA,"0","0","0","0","0","0","0","0","0"
"613",15,"Teagan Quitoriano",HOU,"4.3","0","0","2","33","0","0","0","0"
"614",15,"Zack Kuntz",NYJ,"0","0","0","0","0","0","0","0","0"
"615",15,"Deonte Harty",BAL,"32.5","0","0","15","150","1","4","0","0"
"616",15,"Stephen Carlson",CHI,"0","0","0","0","0","0","0","0","0"
"617",15,"Byron Pringle",WAS,"21.1","0","0","14","161","0","0","0","0"
"618",15,"Michael Jacobson",NO,"0","0","0","0","0","0","0","0","0"
"619",15,"Aaron Shampklin",FA,"0","0","0","0","0","0","0","0","0"
"620",15,"Tommy Hudson",NO,"0","0","0","0","0","0","0","0","0"
"621",15,"Tyrell Shavers",BUF,"0","0","0","0","0","0","0","0","0"
"622",15,"Jimmy Graham",FA,"30.9","0","0","6","39","4","0","0","0"
"623",15,"Malik Willis",GB,"3.1","74","0","0","0","0","5","21","0"
"624",15,"Brayden Willis",SF,"0","0","0","0","0","0","0","0","0"
"625",15,"Ronnie Bell",SF,"27.8","0","0","6","68","3","0","0","0"
"626",15,"DeAndre Carter",CHI,"7.7","0","0","4","39","0","3","18","0"
"627",15,"Nick Boyle",FA,"0","0","0","0","0","0","0","0","0"
"628",15,"Equanimeous St. Brown",NO,"8.7","0","0","5","62","0","0","0","0"
"629",15,"Brycen Hopkins",FA,"10.3","0","0","5","78","0","0","0","0"
"630",15,"Ihmir Smith-Marsette",FA,"28.5","0","0","8","51","0","8","74","1"
"631",15,"Ashton Dulin",IND,"0","0","0","0","0","0","0","0","0"
"632",15,"Eric Tomlinson",LAC,"0","0","0","0","0","0","0","0","0"
"633",15,"Trestan Ebner",FA,"0","0","0","0","0","0","0","0","0"
"634",15,"Rodney Williams",PIT,"0","0","0","0","0","0","0","0","0"
"635",15,"Sean McKeon",IND,"0","0","0","0","0","0","0","0","0"
"636",15,"Zach Davidson",BUF,"0","0","0","0","0","0","0","0","0"
"637",15,"Cooper Rush",DAL,"4.3","144","0","0","0","0","12","-5","0"
"638",15,"Tyler Huntley",BAL,"25.6","203","3","0","0","0","15","55","0"
"639",15,"Noah Togiai",FA,"0","0","0","0","0","0","0","0","0"
"640",15,"Zach Gentry",FA,"0","0","0","0","0","0","0","0","0"
"641",15,"Anthony Firkser",NYJ,"0","0","0","0","0","0","0","0","0"
"642",15,"Tyree Jackson",FA,"0","0","0","0","0","0","0","0","0"
"643",15,"Lew Nichols III",FA,"0","0","0","0","0","0","0","0","0"
"644",15,"Curtis Hodges",FA,"0","0","0","0","0","0","0","0","0"
"645",15,"Jonathan Ward",PIT,"1.1","0","0","0","0","0","3","11","0"
"646",15,"Tylan Wallace",BAL,"7.6","0","0","1","11","0","0","0","0"
"647",15,"Tyler Davis",GB,"0","0","0","0","0","0","0","0","0"
"648",15,"Josh Crockett",FA,"0","0","0","0","0","0","0","0","0"
"649",15,"Chris Conley",SF,"8.4","0","0","3","69","0","0","0","0"
"650",15,"Tommy Sweeney",FA,"0","0","0","0","0","0","0","0","0"
"651",15,"Blake Bell",FA,"9.1","0","0","5","26","1","0","0","0"
"652",15,"Nick Bawden",FA,"10","0","0","3","21","0","2","4","1"
"653",15,"James Robinson",FA,"0.5","0","0","1","-2","0","1","2","0"
"654",15,"Hendon Hooker",DET,"0","0","0","0","0","0","0","0","0"
"655",15,"Stetson Bennett",LAR,"0","0","0","0","0","0","0","0","0"
"656",15,"Ramel Keyton",LV,"0","0","0","0","0","0","0","0","0"
"657",15,"Louis Rees-Zammit",JAC,"0","0","0","0","0","0","0","0","0"
"658",15,"Chris Brooks",FA,"10.6","0","0","0","0","0","19","106","0"
"659",15,"Jordan Scarlett",FA,"0","0","0","0","0","0","0","0","0"
"660",15,"Brady Russell",SEA,"0","0","0","0","0","0","0","0","0"
"661",15,"Bryan Thompson",FA,"0","0","0","0","0","0","0","0","0"
"662",15,"Dante Pettis",CHI,"0","0","0","0","0","0","0","0","0"
"663",15,"Derrick Gore",FA,"2.6","0","0","0","0","0","3","26","0"
"664",15,"Andrew Beck",GB,"33.3","0","0","11","55","2","5","3","1"
"665",15,"Brandon Bolden",FA,"11.1","0","0","0","0","0","4","31","1"
"666",15,"Trishton Jackson",MIN,"3.9","0","0","2","9","0","0","0","0"
"667",15,"Jashaun Corbin",FA,"2.8","0","0","3","12","0","1","1","0"
"668",15,"Brandon Johnson",PIT,"63.9","0","0","19","284","4","0","0","0"
"669",15,"Donovan Edwards",FA,"0","0","0","0","0","0","0","0","0"
"670",15,"Zonovan Knight",FA,"2.6","0","0","1","8","0","3","13","0"
"671",15,"Patrick Laird",FA,"0","0","0","0","0","0","0","0","0"
"672",15,"TreVeyon Henderson",FA,"0","0","0","0","0","0","0","0","0"
"673",15,"Ty Montgomery II",FA,"7.4","0","0","5","40","0","3","9","0"
"674",15,"Jalen Reagor",NE,"25","0","0","7","138","0","1","17","0"
"675",15,"Jason Brownlee",NYJ,"14.1","0","0","5","56","1","0","0","0"
"676",15,"Anthony McFarland Jr.",FA,"2.1","0","0","2","11","0","0","0","0"
"677",15,"Russell Gage",FA,"0","0","0","0","0","0","0","0","0"
"678",15,"Dontrell Hilliard",FA,"0","0","0","0","0","0","0","0","0"
"679",15,"Mike Boone",CAR,"9.8","0","0","7","40","0","5","23","0"
"680",15,"Jermar Jefferson",DET,"0","0","0","0","0","0","0","0","0"
"681",15,"Tyler Johnson",LAR,"7.8","0","0","2","8","1","0","0","0"
"682",15,"Snoop Conner",FA,"0","0","0","0","0","0","0","0","0"
"683",15,"Tony Jones Jr.",FA,"28.7","0","0","7","37","0","26","95","2"
"684",15,"La'Mical Perine",GB,"12.5","0","0","3","33","0","22","77","0"
"685",16,"Bryson Nesbit",FA,"0","0","0","0","0","0","0","0","0"
"686",16,"Jonathan Williams",FA,"-0.2","0","0","0","0","0","1","-2","0"
"687",16,"Wendell Smallwood",FA,"0","0","0","0","0","0","0","0","0"
"688",16,"Deven Thompkins",FA,"26.4","0","0","17","83","1","8","56","0"
"689",16,"Jaxon Janke",FA,"0","0","0","0","0","0","0","0","0"
"690",16,"Pooka Williams Jr.",FA,"0","0","0","0","0","0","0","0","0"
